system:index,blue_mean,blue_median,blue_p25,blue_p75,blue_stdDev,eastness,elev,evi_mean,evi_median,evi_p25,evi_p75,evi_stdDev,green_mean,green_median,green_p25,green_p75,green_stdDev,msavi_mean,msavi_median,msavi_p25,msavi_p75,msavi_stdDev,ndmi_mean,ndmi_median,ndmi_p25,ndmi_p75,ndmi_stdDev,ndvi_mean,ndvi_mean_asm,ndvi_mean_contrast,ndvi_mean_corr,ndvi_mean_dent,ndvi_mean_diss,ndvi_mean_dvar,ndvi_mean_ent,ndvi_mean_idm,ndvi_mean_imcorr1,ndvi_mean_imcorr2,ndvi_mean_inertia,ndvi_mean_maxcorr,ndvi_mean_prom,ndvi_mean_savg,ndvi_mean_sent,ndvi_mean_shade,ndvi_mean_svar,ndvi_mean_var,ndvi_median,ndvi_p25,ndvi_p75,ndvi_stdDev,nir_mean,nir_median,nir_p25,nir_p75,nir_stdDev,northness,red_mean,red_median,red_p25,red_p75,red_stdDev,slope,stable_crop,swir1_mean,swir1_median,swir1_p25,swir1_p75,swir1_stdDev,swir2_mean,swir2_median,swir2_p25,swir2_p75,swir2_stdDev,thermal_mean,thermal_median,thermal_p25,thermal_p75,thermal_stdDev,x,y,.geo
00000000000000000000,0.055974653846153834,0.05869249999999998,0.028992500000000004,0.07112249999999998,0.026323271281090285,-0.24191912057219964,2163,0.18552959834384652,0.12357181719260074,0.022139926820545948,0.3215738819261753,0.17688990211171787,0.0804505,0.08973999999999999,0.025664999999999993,0.11585124999999999,0.04664730404073992,0.16698086055003422,0.12793524253319222,0.017545073785400527,0.30325482564889694,0.16024567795771394,0.01325229760966832,0.04069058587018038,-0.06733111277954826,0.10947299481039047,0.17546219641849486,0.27829681068477474,0.564236111111111,0.7291666666666665,0.23511516731855667,0.69371180695071,0.4375,0.46354166666666663,0.8958797346140275,0.8104166666666666,0.19148859832582818,0.2262137778409395,0.7291666666666665,0.0,1.835322627314813,19.854166666666664,0.69371180695071,-0.5905671296296282,0.6996527777777715,0.35720486111110006,0.2428558192479252,0.1369397917609778,0.4207702848479548,0.2050081100948716,0.20431642307692302,0.20634000000000002,0.03892000000000001,0.3654825,0.14901825733392624,-0.9702964181638379,0.09143357692307695,0.09908999999999998,0.02767249999999999,0.13424875,0.059407482093149874,38,1,0.20592496153846163,0.26872375000000004,0.03176999999999999,0.31515750000000003,0.1390563555067708,0.13857703846153846,0.16643750000000002,0.02262166666666666,0.21084999999999998,0.09475133067351806,293.760771813846,296.59352162,285.08675729,301.36336853,9.606958559155382,80.76046674115366,30.030556651726766,"{""type"":""Point"",""coordinates"":[80.760467,30.03055700000001]}"
00000000000000000001,0.0639595054945055,0.06424750000000001,0.057152499999999995,0.07296499999999997,0.014137749697660757,-0.7771438183394841,1951,0.23737413709740535,0.18506445830553553,0.15773827332264426,0.22470858486933581,0.13151074396934945,0.09389612637362639,0.09361750000000002,0.08379999999999999,0.10285749999999999,0.01506161896453804,0.21853522415352813,0.16605644662588745,0.14278973369968517,0.20631103595562378,0.12580692506835392,-0.10284675014811888,-0.16289857131891056,-0.1928859748810032,-0.09920207520497629,0.15772994124003425,0.36256371074546334,0.3072916666666667,0.5416666666666666,-0.12380952380952336,0.6135829095230937,0.5416666666666666,0.21180555555555555,1.2457105749651884,0.7291666666666666,-0.15323569035436183,0.3546967470161142,0.5416666666666666,0.0,0.413700810185185,23.041666666666664,0.8702558521618848,0.07523148148148233,0.42013888888888573,0.24045138888889284,0.2979000261225795,0.2706246580910513,0.34745632035299556,0.14971984675101604,0.2608761263736264,0.2485525,0.21596500000000002,0.28400000000000003,0.06913766542083903,-0.629323037570314,0.11852796703296709,0.12442666666666667,0.10068500000000002,0.140945,0.029849381601524113,26,1,0.32121747252747257,0.336745,0.26861375,0.38194125,0.07174720591153229,0.22615087912087925,0.24721875,0.17417875000000002,0.27605250000000003,0.06505531411782485,297.86333483032973,297.60183752,294.02658859999997,302.33921324,5.915417769830807,80.59762010992817,29.928070116122583,"{""type"":""Point"",""coordinates"":[80.59762,29.928070000000005]}"
00000000000000000002,0.08094287790697673,0.08016999999999999,0.06577374999999999,0.09163750000000001,0.02828449407647976,-0.08715302582491517,2879,0.23290175485848516,0.18042844205341074,0.12670700322865514,0.30677010077132927,0.1393035307770404,0.12095537790697673,0.12253833333333332,0.09920000000000001,0.135176875,0.029473061849501023,0.21284589180064836,0.16783606934513415,0.11519211075296398,0.27524886943565474,0.1273035759047249,-0.053318804412489464,-0.09115993259844872,-0.22140185498269305,0.06329585746434513,0.18100144035012167,0.3291748656099422,0.7526041666666665,0.14583333333333331,0.16883116883116694,0.3658643905878544,0.14583333333333331,0.11631944444444445,0.46694835441951316,0.9270833333333333,0.22488655393307552,0.10826102796828833,0.14583333333333331,0.0,0.06101707175925969,20.145833333333332,0.3658643905878544,0.06973379629629678,0.11631944444445708,0.06553819444444287,0.2729468620462844,0.19356123915363163,0.44052202125856516,0.17783653935760593,0.2878822965116279,0.27627250000000003,0.2594425,0.309575,0.04751831437966615,-0.9961949357879519,0.14588700581395347,0.154915,0.115425,0.1779325,0.04468318536467903,32,1,0.32836069767441856,0.33824375,0.24884125,0.40306125000000004,0.08589685448667592,0.24671799418604665,0.24599500000000002,0.16773,0.33410500000000004,0.0915003093032477,301.62739070279076,301.26595496,298.37089202,305.62563947,6.3077691146226975,81.87108523324754,29.96626725625508,"{""type"":""Point"",""coordinates"":[81.871085,29.966267]}"
00000000000000000003,0.04865701219512196,0.04596458333333333,0.03969,0.054485000000000006,0.016682719468896472,0.24192169534001978,2111,0.2404782250246291,0.23075167824156773,0.10419928112515192,0.35104053153334264,0.13306595169974905,0.06318070121951215,0.060947500000000016,0.05096499999999998,0.07204374999999999,0.0179244598146079,0.20441779124188109,0.19580900261397893,0.078921851008528,0.2980358246997849,0.12168136668782091,0.0162231787108312,0.016379673034962985,-0.1483487505755306,0.15453303145418973,0.16939594691201898,0.4442742984335431,0.33333333333333326,1.5625,0.24253489547557763,0.9928595087883507,0.8124999999999999,0.6996527777777777,1.4549576291616475,0.66875,-0.4979248842602146,0.7379034994968964,1.5625,0.0,13.173864293981454,27.187499999999996,1.1083840388816748,3.174479166666657,2.074652777777942,0.9092881944444429,0.4105612216670269,0.29526610774005285,0.5797390559924507,0.16986703044965995,0.18407237804878054,0.184285,0.11927500000000002,0.245328125,0.07074274993114478,0.9702957762063126,0.06431557926829265,0.06386249999999999,0.05214750000000001,0.07385416666666667,0.018000520242730897,28,1,0.16717329268292686,0.16588291666666669,0.14304875,0.1927275,0.03300748523265339,0.1090071036585366,0.10881125,0.08962999999999999,0.128515,0.02769137186898131,294.56467665097557,294.10691207,288.31507718,300.81477631999996,7.572492620335241,81.84888613639478,29.94218301982773,"{""type"":""Point"",""coordinates"":[81.848886,29.942183]}"
00000000000000000004,0.0526179569892473,0.0494525,0.043585833333333344,0.057242857142857144,0.01803676931822912,-0.9455199626692457,1884,0.1643787265245785,0.1295150463491484,0.10220635141537325,0.18239565266876506,0.09758592415463624,0.07536459677419353,0.07169999999999999,0.063725,0.082755,0.018916406961259027,0.14385204793566414,0.11239330017806581,0.090982989602168,0.15532088830363544,0.0868566997876846,-0.06335981175256475,-0.12671240855793117,-0.15957437301610894,-0.01823574835651216,0.1433166634984714,0.31568383470253947,0.5989583333333333,0.24999999999999997,-0.14415584415584534,0.5529364165996835,0.24999999999999997,0.1840277777777778,0.7262232117396699,0.875,-0.04901169219602714,0.18818528053596012,0.24999999999999997,0.0,0.07978877314814786,19.75,0.5529364165996835,-0.08854166666666616,0.18402777777778567,0.10850694444444287,0.26270597345389146,0.22429402071119126,0.35224568117103433,0.13717848589048504,0.17680381720430105,0.15971375,0.14406166666666667,0.20265500000000003,0.04719642152234611,0.32556412608570406,0.09006615591397853,0.08917166666666669,0.0770075,0.10518125,0.022982872264977288,22,1,0.19863083333333337,0.19406583333333335,0.17037000000000002,0.22451749999999998,0.04203062627183729,0.14799978494623664,0.14914,0.11550749999999999,0.17345,0.04642813040565473,292.0304281670967,291.68353589000003,285.58635788,297.11647868,7.5910603099573954,80.5837780144959,29.87621444311198,"{""type"":""Point"",""coordinates"":[80.58377800000001,29.876214000000004]}"
00000000000000000005,0.060993546511627916,0.05904999999999999,0.04845333333333333,0.07246999999999998,0.019172618092354418,0.8290371109067561,2146,0.2203186725170745,0.19079069984708064,0.11498447083526908,0.2857199724066568,0.12601059869238204,0.0841680523255814,0.07841,0.06807916666666665,0.09642250000000002,0.019749342288876093,0.19358550533571103,0.1706871095129439,0.0966531559439198,0.2505497212458383,0.11879210410989358,-0.085961780958035,-0.1245548587486951,-0.20845633749166753,-0.012083416224818944,0.1560024169719917,0.3657697115035013,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.3264636250824084,0.22834114256862484,0.451034447712273,0.1673720973816126,0.2154345058139534,0.201775,0.16090083333333333,0.254355,0.06041987788570771,0.5591935878918668,0.09615261627906978,0.09572125000000001,0.08151750000000002,0.11464125,0.02534064403488508,37,1,0.25115252906976737,0.246661875,0.21420499999999998,0.290655,0.045980700663453423,0.18521136627906976,0.189895,0.1502675,0.22647,0.05375246822301674,298.5612280406977,297.315578345,291.62713856,304.7420813,8.556942384041319,81.86622990481807,29.93114395293358,"{""type"":""Point"",""coordinates"":[81.86623,29.931144000000003]}"
00000000000000000006,0.05583167499999999,0.05552312499999999,0.046982083333333334,0.062359166666666674,0.014039215394097943,-0.5150354086055935,1129,0.24186173753783563,0.19088259184132883,0.14609705685150332,0.3128397014477199,0.12757874578912928,0.07853347499999998,0.07790583333333334,0.07051750000000001,0.08550500000000001,0.01258652588532201,0.2150850273447139,0.17117645333012554,0.1290330253241554,0.28266251172759316,0.11506776379284848,-0.036573424589655394,-0.0905029572010874,-0.1341222951755401,0.010501919478042031,0.13755520664794582,0.39848294645039223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.34368084801532933,0.277174492712121,0.47629700913103157,0.15795588206520847,0.22664792500000006,0.2136825,0.18384499999999998,0.25456124999999996,0.055837304887788715,-0.857168902773817,0.09404072500000002,0.09746750000000001,0.08374500000000001,0.10945750000000001,0.02175574757189176,54,1,0.2402992000000002,0.235716875,0.21192020833333333,0.26768562500000004,0.04004303154869606,0.15712379999999995,0.16403812499999998,0.12872125,0.187619375,0.0388384331083272,299.0917866182,299.352718265,296.10987179,301.98203015,5.143004593839446,80.56449108117694,29.863183362629993,"{""type"":""Point"",""coordinates"":[80.56449100000002,29.863182999999996]}"
00000000000000000007,0.05733400000000004,0.058362499999999984,0.045520000000000005,0.06637416666666668,0.016358304261308743,-0.9925456791233193,2104,0.2536373405759869,0.21567870206522688,0.12291700682304221,0.40880362876994364,0.1622986463933885,0.07453799999999998,0.07451416666666669,0.06428416666666668,0.08511999999999997,0.01721196477502408,0.2191507690097673,0.18106824317783032,0.09058199186664961,0.34257015989994355,0.1493838662848276,0.031323233817424516,-0.00791503976428246,-0.17531086592108877,0.25175145978580377,0.22774250298031823,0.41021135742818593,0.23697916666666669,1.7083333333333333,-0.11422723752627473,1.025562517773635,0.9583333333333333,0.7569444444444444,1.5527843429221178,0.5958333333333333,-0.2958832657642069,0.6220588527088519,1.7083333333333333,0.0,3.9971064814814783,24.041666666666668,1.1051267888104863,-1.0046296296296267,1.3402777777777715,0.7621527777777786,0.3522280267158369,0.22493360294141196,0.6101726835487048,0.21965504103333688,0.21080386111111113,0.20332875,0.14368125,0.276245,0.07708003424035688,-0.12187319169378041,0.07933430555555554,0.0822875,0.06224000000000002,0.09444249999999998,0.02582622845047418,8,1,0.1931015,0.19932750000000002,0.1527425,0.22969666666666666,0.0581223569217464,0.13266047222222216,0.13649,0.07746124999999998,0.1887125,0.05730092638733221,291.44571765400013,292.38138164,287.07319658,296.60035766,7.572535867999949,81.8772488142732,29.915769834167754,"{""type"":""Point"",""coordinates"":[81.877249,29.915770000000002]}"
00000000000000000008,0.07961131578947367,0.07762625,0.06149749999999998,0.0892175,0.02506021951651795,0.8090180861922142,2114,0.2753384610579066,0.21603501325912008,0.158313472445265,0.3380922341040059,0.15860590947927464,0.11368005263157889,0.11314249999999998,0.09591374999999999,0.1275525,0.022886278062408335,0.25134312700400635,0.20048119838731002,0.1460703121014558,0.2989881583922127,0.14425006908559088,-0.07284986295739462,-0.12807081119287578,-0.1893197369297538,0.022223514193107533,0.14994185348493336,0.3702495606093452,0.7526041666666665,0.14583333333333331,0.16883116883117544,0.3658643905878544,0.14583333333333331,0.11631944444444445,0.46694835441951316,0.9270833333333333,0.2248865539330755,0.10826102796828818,0.14583333333333331,0.0,0.06101707175925969,22.145833333333336,0.3658643905878544,0.06973379629629678,0.11631944444440023,0.06553819444444997,0.30716605149490495,0.23146809889266506,0.4762238946833484,0.18248347638403561,0.3108365263157894,0.30382750000000003,0.266943125,0.330805,0.06025601939279693,-0.5877837495319916,0.14106310526315788,0.15063875,0.10879749999999999,0.17460499999999998,0.041733157907232206,43,1,0.3615618684210527,0.36612875,0.29665,0.4249925,0.07093122230276436,0.23957939473684214,0.2552625,0.1846425,0.29357,0.0661513220824199,301.6357847240001,300.333690005,297.90148394,305.67007373,7.194621734181605,81.86369682813141,29.892896980126103,"{""type"":""Point"",""coordinates"":[81.863697,29.892897]}"
00000000000000000009,0.08185322916666668,0.0810775,0.06602125,0.09697593750000001,0.027279756254248846,0.9743698094321503,2116,0.18874622145050554,0.12344960646867457,0.10297372491045208,0.21168277040233122,0.13115910768720243,0.11136072916666667,0.108378125,0.09249,0.126789375,0.027841324947978703,0.16578151033422853,0.1080148779206735,0.0877714222133033,0.1938385286564398,0.12016622050025391,-0.10376778241291544,-0.16519990905500057,-0.21443496275774798,-0.06652897766751115,0.15832072509359257,0.28242774596868975,0.16927083333333334,1.7083333333333333,0.1353122734444963,0.826651840181506,1.0416666666666665,0.4930555555555556,1.863397674145618,0.5458333333333334,-0.5228692796474749,0.8363691345500412,1.7083333333333333,0.0,11.165509259259252,20.0,1.2424533248940002,-1.1666666666666592,2.4444444444444002,1.0381944444444464,0.20955083199637142,0.15973857655951032,0.3428686464306213,0.1750642744483251,0.2398063541666666,0.21778550000000002,0.20570199999999997,0.26451625,0.05482751090412824,0.2249521603967275,0.13240510416666668,0.13605,0.12036125,0.15754583333333333,0.034539863365642756,33,1,0.29508450520833335,0.302720625,0.2647225,0.33697874999999994,0.05248148743994199,0.23109744791666662,0.23801999999999998,0.19534,0.286124375,0.06873870098057804,297.61693377499995,296.40581535499996,290.95378861999995,301.62655607,8.417925784535603,81.86640221434511,29.8746907292431,"{""type"":""Point"",""coordinates"":[81.866402,29.874691]}"
