point_id,mean,min,max,std,status,lc2022,total_peaks,geo
00000000000000000622,0.6312,0.2388,0.9314,0.1614,DISCARDED (Crop or Disturbance),4,20.0,"{""type"":""Point"",""coordinates"":[85.78538110527413,27.03152095519531]}"
00000000000000000623,0.7266,0.2952,0.9321,0.1147,STABLE NON-CROP (Forest),4,11.0,"{""type"":""Point"",""coordinates"":[84.82247836469197,28.15746626669566]}"
00000000000000000624,0.7307,0.4223,0.9131,0.1179,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[83.43511825393335,27.955348593246125]}"
00000000000000000625,0.7101,0.346,0.9293,0.1249,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[84.63868313747103,27.517420278787206]}"
00000000000000000626,0.7074,0.2913,0.9036,0.1052,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[83.83370391979773,28.301918845322042]}"
00000000000000000627,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.66645288467028,27.49262321782899]}"
00000000000000000628,0.7527,0.4763,0.9445,0.1047,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[87.55353506869386,27.379705401852583]}"
00000000000000000629,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.76371340607024,28.1326736648385]}"
0000000000000000062a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.90358202881367,28.103301566199455]}"
0000000000000000062b,0.7716,0.5494,0.9209,0.088,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[85.91473962683459,27.59961488850537]}"
0000000000000000062c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.1762416103597,27.483192219100953]}"
0000000000000000062d,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.46610900625481,28.90369682798983]}"
0000000000000000062e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.84674771756426,27.0377191056596]}"
0000000000000000062f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.79490820647112,27.274604390022866]}"
00000000000000000630,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.6765076939532,27.387789752062478]}"
00000000000000000631,0.6408,0.2797,0.9605,0.1807,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[81.6675038417411,29.611931389207584]}"
00000000000000000632,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.57031127742596,29.43864626316962]}"
00000000000000000633,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[80.89540157613483,29.9843733455956]}"
00000000000000000634,0.7011,0.4331,0.9052,0.1134,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[82.44688336026657,28.69241570187546]}"
00000000000000000635,0.715,0.1235,0.9054,0.0947,DISCARDED (Crop or Disturbance),11,20.0,"{""type"":""Point"",""coordinates"":[86.19743771542097,27.456241412333917]}"
00000000000000000636,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.65746533470076,26.9789659901794]}"
00000000000000000637,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.96908468912717,27.957774344219192]}"
00000000000000000638,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.86163326744968,29.1343839618888]}"
00000000000000000639,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.43916265858883,28.343959250053935]}"
0000000000000000063a,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.70722644111038,28.369291403138554]}"
0000000000000000063b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[87.0131990394415,27.932977283260986]}"
0000000000000000063c,0.7702,0.5812,0.9178,0.0668,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[81.92972127918898,29.13680971286188]}"
0000000000000000063d,0.5943,0.1623,0.8966,0.1946,DISCARDED (Crop or Disturbance),4,20.0,"{""type"":""Point"",""coordinates"":[82.46898266508745,27.70256215452628]}"
0000000000000000063e,0.5962,0.2872,0.8875,0.1474,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[83.4879407650125,28.00035430017855]}"
0000000000000000063f,0.627,0.3666,0.8674,0.1125,STABLE NON-CROP (Rangeland),10,20.0,"{""type"":""Point"",""coordinates"":[82.40834334986164,29.203914724615178]}"
00000000000000000640,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.91185412486041,28.638514088341406]}"
00000000000000000641,0.2938,0.0971,0.7421,0.1443,DISCARDED (Crop or Disturbance),9,17.0,"{""type"":""Point"",""coordinates"":[83.12169695908875,28.575185935180368]}"
00000000000000000642,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.89067432204175,27.444656667797073]}"
00000000000000000643,0.3714,0.2386,0.5701,0.0733,DISCARDED (Crop or Disturbance),9,21.0,"{""type"":""Point"",""coordinates"":[83.11199395519645,28.89695912629808]}"
00000000000000000644,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.38086929410973,27.392641254008627]}"
00000000000000000645,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.83550586021592,27.14470631723493]}"
00000000000000000646,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[82.05530740125822,28.93415248818487]}"
00000000000000000647,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.2144859293173,28.865968373976624]}"
00000000000000000648,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.46000695825947,28.337221548362173]}"
00000000000000000649,0.7053,0.3764,0.8859,0.1233,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[83.06726025342829,27.78017726746255]}"
0000000000000000064a,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[86.9021674232107,27.640308644719116]}"
0000000000000000064b,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.55781887402843,29.805697166384025]}"
0000000000000000064c,0.6351,0.2922,0.8681,0.1401,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.7060675384291,27.11937416415031]}"
0000000000000000064d,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.99388913412585,27.339283650803097]}"
0000000000000000064e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.35742334077071,27.317451892045423]}"
0000000000000000064f,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.47319851333718,30.053092551930256]}"
00000000000000000650,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.83937436217607,26.624311387893577]}"
00000000000000000651,0.6919,0.2626,0.8791,0.0955,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[87.50017746548833,27.405577106164674]}"
00000000000000000652,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[86.48337311137212,27.78880116889992]}"
00000000000000000653,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.08065139748439,27.36084340439651]}"
00000000000000000654,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.0396782520659,30.045815299011032]}"
00000000000000000655,0.6987,0.2733,0.897,0.1248,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[86.3615593887941,27.272446185112994]}"
00000000000000000656,0.65,0.3098,0.8698,0.1319,STABLE NON-CROP (Forest),4,17.0,"{""type"":""Point"",""coordinates"":[86.66528213884745,27.396413653499845]}"
00000000000000000657,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.72331534130382,27.148211170662936]}"
00000000000000000658,0.6375,0.2026,0.9173,0.1753,DISCARDED (Crop or Disturbance),4,14.0,"{""type"":""Point"",""coordinates"":[81.78150076017243,28.24855678301546]}"
00000000000000000659,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.72195684964414,27.414740558829507]}"
0000000000000000065a,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[86.32221674019954,27.891748434920828]}"
0000000000000000065b,0.7628,0.4106,0.9127,0.0952,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[84.71387249943425,27.67264604555871]}"
0000000000000000065c,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.72149709864304,29.142200766035486]}"
0000000000000000065d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.22429241971903,28.039696948773102]}"
0000000000000000065e,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[83.94284933628292,27.63276384573669]}"
0000000000000000065f,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[84.28348898395775,28.751703909482075]}"
00000000000000000660,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.99414483704753,27.580748431948237]}"
00000000000000000661,0.6069,0.3384,0.8558,0.1349,STABLE NON-CROP (Rangeland),11,23.0,"{""type"":""Point"",""coordinates"":[85.68162674196255,27.75699886018674]}"
00000000000000000662,0.6126,0.2894,0.9171,0.1385,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[80.61782253555782,29.573663383966917]}"
00000000000000000663,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.88076727007002,29.347288200786632]}"
00000000000000000664,0.8116,0.5851,0.925,0.0693,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[82.92227258267549,28.50592271851719]}"
00000000000000000665,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.15872626142176,26.837483172854615]}"
00000000000000000666,0.6589,0.3351,0.8594,0.1177,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[81.2646106842591,29.075907310673905]}"
00000000000000000667,0.7063,0.4,0.9291,0.1046,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[80.2968564417308,29.07617485673712]}"
00000000000000000668,0.6622,0.2175,0.9601,0.222,DISCARDED (Crop or Disturbance),4,17.0,"{""type"":""Point"",""coordinates"":[86.76121969801233,26.9822032975442]}"
00000000000000000669,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.84295901583044,27.758077962641668]}"
0000000000000000066a,0.6544,0.2045,0.9239,0.1469,DISCARDED (Crop or Disturbance),4,20.0,"{""type"":""Point"",""coordinates"":[84.69527804804137,28.106262409298946]}"
0000000000000000066b,0.6606,0.4599,0.8316,0.0782,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[80.45316131095723,29.18558781928552]}"
0000000000000000066c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.51993081956249,27.701483052071342]}"
0000000000000000066d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.46181335777871,27.015347795674465]}"
0000000000000000066e,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.64927303888038,29.391754356491585]}"
0000000000000000066f,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.2331085260943,27.415547656120182]}"
00000000000000000670,0.7231,0.3701,0.9088,0.1164,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[83.90942837388735,27.787450061280733]}"
00000000000000000671,0.7571,0.3308,0.9098,0.099,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[84.36703024219406,28.314043141086362]}"
00000000000000000672,0.7107,0.2321,0.9264,0.1501,DISCARDED (Crop or Disturbance),4,16.0,"{""type"":""Point"",""coordinates"":[87.30640722921083,27.310986195517927]}"
00000000000000000673,0.6708,0.2478,0.9298,0.1673,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[81.80899111816694,29.663942343894977]}"
00000000000000000674,0.7825,0.5181,0.9072,0.0725,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[82.66059023735403,28.902350179471693]}"
00000000000000000675,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.01570459064094,27.497746724939404]}"
00000000000000000676,0.6204,0.3553,0.8254,0.1098,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[80.55961343040615,29.295544792162445]}"
00000000000000000677,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.37843169999513,29.69951705209937]}"
00000000000000000678,,,,,DISCARDED (Insufficient Samples),1,,"{""type"":""Point"",""coordinates"":[81.8195012193499,28.076618305495636]}"
00000000000000000679,0.5769,0.3172,0.8556,0.1373,STABLE NON-CROP (Rangeland),4,22.0,"{""type"":""Point"",""coordinates"":[80.90348592634473,29.36372444726963]}"
0000000000000000067a,0.6345,0.3018,0.8897,0.1359,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[81.67774639686087,28.767605063838662]}"
0000000000000000067b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.02567514059645,27.467563069908625]}"
0000000000000000067c,0.6536,0.3003,0.8839,0.149,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[81.63435488450978,28.46280321133037]}"
0000000000000000067d,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.45883621243664,28.66411824659029]}"
0000000000000000067e,0.654,0.4108,0.8782,0.1048,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[83.1642769150481,27.92192763085055]}"
0000000000000000067f,0.7378,0.4573,0.9169,0.1113,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[81.84779421553401,28.801561118360652]}"
00000000000000000680,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.22482012780497,29.192057974914068]}"
00000000000000000681,0.6523,0.2985,0.8904,0.1411,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[85.96540393300384,27.300476094334954]}"
00000000000000000682,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.66238479373173,29.89220372682087]}"
00000000000000000683,0.6381,0.2005,0.9704,0.1528,DISCARDED (Crop or Disturbance),4,21.0,"{""type"":""Point"",""coordinates"":[80.62941173919573,29.722151449046667]}"
00000000000000000684,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[86.3604847454402,27.80227211318238]}"
00000000000000000685,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.68495569269525,28.03349879830882]}"
00000000000000000686,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[87.78179645161975,27.881773425864264]}"
00000000000000000687,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.75482195856966,30.255482230544057]}"
00000000000000000688,0.6577,0.3185,0.8756,0.1416,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[82.81609246839083,27.88662492781042]}"
00000000000000000689,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.30937253141138,26.806759966596374]}"
0000000000000000068a,0.6841,0.3654,0.9489,0.1154,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[81.2764674339602,28.937385336448614]}"
0000000000000000068b,0.7707,0.5184,0.9209,0.0822,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[83.64775048766693,28.32455324226933]}"
0000000000000000068c,0.6194,0.3244,0.8657,0.129,STABLE NON-CROP (Rangeland),4,22.0,"{""type"":""Point"",""coordinates"":[86.8746770652162,27.378630758498698]}"
0000000000000000068d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.57695287664876,29.249727528838285]}"
0000000000000000068e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.46180151463717,27.844044971851055]}"
0000000000000000068f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.43789581029705,28.2434377350061]}"
00000000000000000690,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[85.5201983656257,27.064397907262368]}"
00000000000000000691,0.6345,0.2098,0.8701,0.1348,DISCARDED (Crop or Disturbance),11,23.0,"{""type"":""Point"",""coordinates"":[84.84538476680352,28.37198470017484]}"
00000000000000000692,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.55334732285702,27.97097774243845]}"
00000000000000000693,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.52378301928009,28.216758933403334]}"
00000000000000000694,0.7426,0.5381,0.8551,0.0608,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[80.63480279236934,29.19340462343221]}"
00000000000000000695,0.2683,0.0186,0.6896,0.1402,DISCARDED (Crop or Disturbance),9,18.0,"{""type"":""Point"",""coordinates"":[82.73685870177216,29.606540336033973]}"
00000000000000000696,0.6577,0.2767,0.8537,0.139,STABLE NON-CROP (Forest),4,17.0,"{""type"":""Point"",""coordinates"":[82.9028665748909,27.814133321984542]}"
00000000000000000697,0.6168,0.3308,0.9229,0.1455,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[82.59780163542045,29.033862446840974]}"
00000000000000000698,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.55001837212433,27.768316058660393]}"
00000000000000000699,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.95264398354311,27.90010033119393]}"
0000000000000000069a,0.6541,0.4273,0.8559,0.0922,STABLE NON-CROP (Rangeland),11,20.0,"{""type"":""Point"",""coordinates"":[81.91058727656863,28.776496511339243]}"
0000000000000000069b,0.7219,0.5027,0.8847,0.0927,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[81.81141241003895,28.574913930016102]}"
0000000000000000069c,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[84.14658566341485,29.093962210839315]}"
0000000000000000069d,0.0717,0.0169,0.119,0.0187,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[82.99179888630083,29.553178273727376]}"
0000000000000000069e,0.109,-0.0079,0.2871,0.0519,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.93368588361808,29.204721821905856]}"
0000000000000000069f,0.0758,0.0086,0.1838,0.033,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.04148019248409,29.2014889736421]}"
