point_id,mean,min,max,std,status,total_non_crop,max_consecutive_non_crop,total_peaks,geo
3973,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.3331828230258,27.04231329815528]}"
3974,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.94980802950423,27.05591709285185]}"
3975,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.94638375400817,27.085936319398936]}"
3976,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.92671852163113,27.07237367673191]}"
3977,0.4485,0.1718,0.831,0.1242,DISCARDED (Failed Phenology),7.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[85.93691669132302,27.045508380823833]}"
3978,0.4296,0.1583,0.7847,0.0762,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.59527471203323,27.047521130452285]}"
3979,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.72606722090812,27.194222165796447]}"
3980,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.67259441441,27.056081874829584]}"
3981,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.6485009743248,27.062476255027388]}"
3982,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.68004004932226,27.03828708258507]}"
3983,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.68593699333061,27.107013958463764]}"
3984,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.71470861935012,27.236300836341375]}"
3985,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.74872559156451,27.154523221571157]}"
3986,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.72151178786173,27.159064989961077]}"
3987,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.70241801794197,27.17979340673991]}"
3988,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.7447773641702,27.174313009236528]}"
3989,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.70731639731221,27.13788772518112]}"
3990,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.6840204232888,27.143426963270596]}"
3991,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.65786647016998,27.043254646915088]}"
3992,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.69569188368224,27.05521251114486]}"
3993,0.4389,0.178,0.8651,0.0989,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.19725040302049,27.047319912897933]}"
3994,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.8756428191047,27.031288336558823]}"
3995,0.4793,0.213,0.7785,0.0772,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[86.11721850037091,27.043922864685836]}"
3996,0.3625,0.0941,0.6949,0.0979,DISCARDED (Failed Phenology),5.0,3.0,18.0,"{""type"":""Point"",""coordinates"":[85.80961682295805,27.04208718767351]}"
3997,0.4854,0.1703,0.8786,0.0877,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[86.4297980036337,27.044205580273676]}"
3998,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.17661133912691,27.034779908823403]}"
3999,0.4767,0.1883,0.8349,0.0984,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[86.09514216875186,27.04399774532536]}"
4000,0.3993,0.1147,0.8321,0.0911,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.57385417969512,27.041842430000926]}"
4001,0.4155,0.1321,0.8002,0.092,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[85.83508786903977,27.040740931849946]}"
4002,0.352,0.0947,0.7294,0.1197,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[85.88843411069615,27.04073774759512]}"
4003,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.65424469759593,27.03370134215577]}"
4004,0.387,0.1109,0.6761,0.083,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[85.86060924009465,27.03585037888367]}"
4005,0.4641,0.1912,0.8056,0.1237,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[86.20573244375619,27.038225662390605]}"
4006,0.525,0.1949,0.8752,0.1125,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[86.37439702714558,27.037274877728038]}"
4007,0.4899,0.2265,0.8492,0.0908,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.70978283375999,27.0380119510765]}"
4008,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.38923268455396,27.029165927139307]}"
4009,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.90411570154912,27.143729112019674]}"
4010,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.86365053511176,27.047740246838504]}"
4011,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.86990040834755,27.067550606742465]}"
4012,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.87770582379123,27.15089846043206]}"
4013,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.87082527836868,27.109934357563642]}"
4014,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.92411698594327,27.14664714414191]}"
4015,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.86259440515278,27.089439865947437]}"
4016,0.418,0.1559,0.7755,0.1079,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.35211150188863,27.03380847880056]}"
4017,0.4197,0.1474,0.7125,0.1044,DISCARDED (Failed Phenology),6.0,2.0,17.0,"{""type"":""Point"",""coordinates"":[86.13634565926978,27.033573161188894]}"
4018,0.471,0.1907,0.9108,0.1225,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[86.7621353511009,27.034372495557623]}"
4019,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.98966338923803,27.02022684951761]}"
4020,0.4057,0.1529,0.776,0.0875,STABLE CROPLAND,3.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[86.0782471714487,27.029803393190914]}"
4021,0.5069,0.2004,0.8753,0.0916,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.82366989785831,27.032589707210743]}"
4022,0.3995,0.2016,0.8192,0.1134,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[86.85748498711727,27.03308512830056]}"
4023,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.9207487233852,27.016716982983432]}"
4024,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.57041148344048,27.025450068181406]}"
4025,0.4591,0.1339,0.8938,0.1055,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.16768716843593,27.032129697161338]}"
4026,0.4086,0.1603,0.8107,0.0876,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.67989376405622,27.03118890468738]}"
4027,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.26768080132983,27.020392368436674]}"
4028,0.4012,0.1752,0.8633,0.1084,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[86.89756509554994,27.029234422441956]}"
4029,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.02386430342892,27.015039387534557]}"
4030,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.45313614103198,27.01955927318332]}"
4031,0.3667,0.1146,0.6893,0.0996,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[86.11019174909367,27.025532098702268]}"
4032,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.6292118482956,27.019604867245324]}"
4033,0.4498,0.1615,0.8755,0.1217,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[85.88180859402189,27.022021336592083]}"
4034,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.169774634515,27.02399148928396]}"
4035,0.4228,0.1547,0.8257,0.0916,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.59944288229651,27.025651691430685]}"
4036,0.4391,0.1323,0.7846,0.1214,DISCARDED (Failed Phenology),3.0,3.0,21.0,"{""type"":""Point"",""coordinates"":[85.92679810365794,27.021219796876903]}"
4037,0.4079,0.1455,0.9149,0.0906,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.7352170920402,27.025186431201465]}"
4038,0.441,0.1532,0.8459,0.0895,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.22037943333653,27.02427249509754]}"
4039,0.409,0.1635,0.7944,0.0972,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.49440095140845,27.02323636329708]}"
4040,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.48995700849949,27.018112965450126]}"
4041,0.4157,0.1304,0.8673,0.1103,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.57909874448602,27.022236782004153]}"
4042,0.4833,0.2406,0.8388,0.0647,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.41964975718157,27.02169532845488]}"
4043,0.4627,0.1895,0.8803,0.1007,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.77712417333998,27.02169163222817]}"
4044,0.4882,0.1529,0.8317,0.0875,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.44419884131271,27.020297963938457]}"
4045,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.38142990365995,27.011207828949814]}"
4046,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.18336303916666,27.008200414364484]}"
4047,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.67430978886715,27.011980001853782]}"
4048,0.4024,0.1919,0.8425,0.1092,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.32169135024559,27.016868678909123]}"
4049,0.3903,0.1136,0.8179,0.0953,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.54595991911076,27.017551535107202]}"
4050,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.95529382862172,27.00280648215131]}"
4051,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.60605696622085,27.01639774797558]}"
4052,0.4839,0.0687,0.8487,0.0871,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[86.4834900427718,27.01706658666663]}"
4053,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.55717621383255,27.01029537154464]}"
4054,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.20295560045456,27.016865131488714]}"
4055,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.23526081556697,27.015081415876622]}"
4056,0.4167,0.1873,0.8028,0.1324,DISCARDED (Failed Phenology),6.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[86.25951510125228,27.01627313445163]}"
4057,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.14759677139364,27.015474355312026]}"
4058,0.4161,0.1772,0.8634,0.1187,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[86.80189807763969,27.01665097817526]}"
4059,0.5237,0.1969,0.8736,0.0627,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.15589464262129,27.01627826987821]}"
4060,0.4168,0.1371,0.8468,0.1068,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.62641832994626,27.014545649922443]}"
4061,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.78088682157242,27.16710818013915]}"
4062,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.7909430998267,27.109085761933382]}"
4063,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.74166679579378,27.09013742676954]}"
4064,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.83798679084165,27.097673394731554]}"
4065,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.81642647726143,27.090830936103277]}"
4066,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.76917747143861,27.150979629954335]}"
4067,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.73753343571462,27.041266173952934]}"
4068,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.81474178440837,27.025952166019735]}"
4069,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.81870741791467,27.11671411772752]}"
4070,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.8388372177643,27.058842754475407]}"
4071,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.8358458853014,27.176868245186427]}"
4072,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.79821244981451,27.041969205609053]}"
4073,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.70946118661116,27.028582777244633]}"
4074,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.81930864412381,27.16465582306788]}"
4075,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.78977393992798,27.082982464845802]}"
4076,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.80973051939796,27.185032199851307]}"
4077,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.77105215500276,27.131460564760662]}"
4078,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.75339018961968,27.064697716899772]}"
4079,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.85721840487503,27.175843660862643]}"
4080,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.77318432682924,27.05156032943426]}"
4081,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.81166657386731,27.060962511644163]}"
4082,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.77535974551691,27.024466068680507]}"
4083,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.74370800046121,27.01868520694862]}"
4084,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.80691441729566,27.209137733186807]}"
4085,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.72138675012359,27.074588583616197]}"
4086,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.8472079856191,27.1234927981393]}"
4087,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.80005786818192,27.01351622232869]}"
4088,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.754982991182,27.104519718836396]}"
4089,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.77572275080337,27.096826737639056]}"
4090,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.75059220334433,27.135089583188286]}"
4091,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.7925553638468,27.1953928252231]}"
4092,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.75816288923043,27.034545556672757]}"
4093,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.76286712360736,27.08284338056185]}"
4094,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.84799650005324,27.076781278027102]}"
4095,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.75901527984443,27.005468492927854]}"
4096,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.73324867566014,27.05980526707926]}"
4097,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.823271845318,27.04299084756433]}"
4098,0.4444,0.1447,0.8913,0.1007,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[87.51762085492823,27.013674463464707]}"
4099,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.91653623716732,26.998596219891926]}"
4100,0.5271,0.2035,0.883,0.0893,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.37114054292283,27.01548112919711]}"
4101,0.475,0.1687,0.854,0.1124,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[85.86719574437079,27.008308771998095]}"
4102,0.4321,0.1802,0.7918,0.1089,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[85.90673617813252,27.007550251141094]}"
4103,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.45063846495268,27.01027823185434]}"
4104,0.4728,0.1893,0.901,0.0997,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[86.63085738883319,27.010628331560103]}"
4105,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.13229818826422,26.998213445574436]}"
4106,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.18235483016745,27.00733612485928]}"
4107,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.30248637647539,27.007301069901963]}"
4108,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.97984882042812,26.993672221319876]}"
4109,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.8409496991045,27.00834672011287]}"
4110,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.40425253818913,27.00083131115422]}"
4111,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.44148907355977,26.998187956542253]}"
4112,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.57899635178993,27.00205293976362]}"
4113,0.424,0.1781,0.8008,0.1276,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[86.87816153984761,27.007415786634542]}"
4114,0.457,0.14,0.8505,0.1059,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.17540118625367,27.00766850742742]}"
4115,0.4404,0.1305,0.7894,0.1163,STABLE CROPLAND,2.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[86.55981150922857,27.004472682275033]}"
4116,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.221216037512,26.993728167611987]}"
4117,0.4722,0.1767,0.8597,0.0867,DISCARDED (Failed Phenology),3.0,3.0,20.0,"{""type"":""Point"",""coordinates"":[86.73119557311352,27.003375730586438]}"
4118,0.428,0.1012,0.8588,0.12,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[87.55657348746693,27.001421305292673]}"
4119,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.21013377814594,26.99996588254393]}"
4120,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.59814673064291,26.994667695495238]}"
4121,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[87.19903205679573,27.004620957523617]}"
4122,0.4074,0.1402,0.7908,0.1006,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[85.88951052995134,26.99692509724487]}"
4123,0.3754,0.1257,0.8102,0.11,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.47600136739258,26.99954302163694]}"
4124,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.65136403224021,26.993345532958]}"
4125,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.243630729079,26.997286073625297]}"
4126,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.87082145126607,26.983738305094164]}"
4127,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.16341054340462,26.9863241578903]}"
4128,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.32867951114868,26.99698202455305]}"
4129,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.39576960781928,26.994623699252653]}"
4130,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.80891644893718,26.994162843675124]}"
4131,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.68423328816685,26.99335150882518]}"
4132,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.63036946737375,26.986013876080982]}"
4133,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.5309859389038,26.99290235870817]}"
4134,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.48075231642743,26.993255028624375]}"
4135,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.53211091173019,26.98735457897411]}"
4136,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.66024053613,26.991507536242274]}"
4137,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.27658159655262,26.996069867687986]}"
4138,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.95332994354222,26.991062361772038]}"
4139,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.8907874613398,26.98108192738755]}"
4140,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.78065596657197,26.988725786958447]}"
4141,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.24096249277535,26.97727762099062]}"
4142,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.22481473044678,26.987176792501117]}"
4143,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.47027521721475,27.000784194154004]}"
4144,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.74216777118653,26.985774451793716]}"
4145,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[87.17657172177579,26.985070576853325]}"
4146,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.45279459268143,26.97690381373731]}"
4147,0.3997,0.1404,0.8096,0.1168,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[85.9319304180631,26.98006318221589]}"
4148,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.4210231061912,26.97548504634744]}"
4149,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[87.26463082764734,26.983494140917355]}"
4150,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.47763878797045,26.975485126400876]}"
4151,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.13152016346451,26.96902321296334]}"
4152,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.29263516662958,27.00444208251316]}"
4153,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.30743816430957,26.980575621129315]}"
4154,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.72918112053044,26.976404786496868]}"
4155,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.50368216780362,26.980148407574106]}"
4156,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.65868448840729,26.97626237860501]}"
4157,0.3787,0.1201,0.7971,0.1141,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.51793191943257,26.978909920864908]}"
4158,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.24177409700405,26.977230641016384]}"
4159,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[87.15103734045809,26.979883601020365]}"
4160,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.46330329001559,26.97736529248918]}"
4161,0.4542,0.1579,0.8454,0.0833,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.4124911053144,26.977012623697345]}"
4162,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.3349757515335,26.96820407689476]}"
4163,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.82547905579239,26.975872286893054]}"
4164,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.95718000815404,26.97066312388061]}"
4165,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.94157242496087,27.016404795349384]}"
4166,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[84.93494218474811,26.97330476056823]}"
4167,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.27100618470725,26.974709416997694]}"
4168,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.64952652017112,26.974800710537387]}"
4169,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.01793606912604,26.96231513866399]}"
4170,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[86.80342050790908,26.97563709727269]}"
4171,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[85.35968928330783,26.966051901054225]}"
4172,0.472,0.1667,0.8761,0.1031,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[87.5370920236731,26.973057010451722]}"
