filename,geoReg,ALV,MoranI,ALV_norm,MoranI_norm,Global_Score
s-13_n-26_cn-4_cm-3.geojson,1,0.0011129345580902093,0.6307911250935561,0.8147214350755695,0.03537525895802686,0.8500966940335963
s-9_n-18_cn-4_cm-3.geojson,1,0.0009146084049953227,0.6599277890218015,0.609309536824717,0.24866360705305615,0.8579731438777731
s-7_n-14_cn-8_cm-2.geojson,1,0.0007016970049395205,0.6907579886288,0.38879129370735693,0.4743490994557107,0.8631403931630677
s-12_n-24_cn-8_cm-5.geojson,1,0.0011166300490887203,0.6325230022360692,0.8185489576142126,0.04805307326579562,0.8666020308800083
s-12_n-24_cn-4_cm-1.geojson,1,0.0010442320143415078,0.6434163707817404,0.7435643047331524,0.12779551008074655,0.8713598148138989
s-10_n-20_cn-8_cm-3.geojson,1,0.0009479665791265994,0.6571033764542589,0.6438595231152779,0.2279881346532795,0.8718476577685574
s-10_n-20_cn-4_cm-2.geojson,1,0.0009555844347142647,0.6564361971707227,0.651749547463779,0.22310419984114355,0.8748537473049225
s-9_n-18_cn-8_cm-4.geojson,1,0.0009465046276191096,0.6580006156698801,0.6423453393850037,0.23455617108384752,0.8769015104688512
s-12_n-24_cn-4_cm-2.geojson,1,0.0010478623922227522,0.6441151877373155,0.74732438781003,0.13291104130430953,0.8802354291143395
s-12_n-24_cn-8_cm-1.geojson,1,0.0009645598357121922,0.6562437091439453,0.6610456192514711,0.22169513484452857,0.8827407540959997
s-13_n-26_cn-8_cm-5.geojson,1,0.0011273081892274942,0.6332331211056452,0.829608603563402,0.05325133759063344,0.8828599411540354
s-5_n-10_cn-4_cm-1.geojson,1,0.0005143708531036546,0.7203646195860394,0.1947724018962359,0.6910777347270654,0.8858501366233013
s-13_n-26_cn-4_cm-4.geojson,1,0.001132951476530803,0.6328995061354413,0.8354535127660375,0.05080918477348877,0.8862626975395262
s-10_n-20_cn-4_cm-3.geojson,1,0.0009900709577216316,0.6531775529697178,0.6874681959852663,0.19925003313305995,0.8867182291183262
s-6_n-12_cn-4_cm-1.geojson,1,0.0006238214337498171,0.7053833963856576,0.3081334043880748,0.5814110839148298,0.8895444883029046
s-6_n-12_cn-8_cm-2.geojson,1,0.000658210726810023,0.7007003172220648,0.3437513491561664,0.547129663733686,0.8908810128898523
s-11_n-22_cn-4_cm-4.geojson,1,0.0010703549562218163,0.6425461489550252,0.7706205602788523,0.12142524832554248,0.8920458086043948
s-13_n-26_cn-4_cm-5.geojson,1,0.0011635130152758183,0.6299309408492579,0.8671069462094678,0.029078475051140994,0.8961854212606088
s-4_n-8_cn-8_cm-1.geojson,1,0.0004012336829073496,0.7381279258054471,0.0775930963427519,0.8211099940678751,0.898703090410627
s-10_n-20_cn-4_cm-1.geojson,1,0.0009407772471905587,0.6625416670670081,0.6364133325998442,0.26779790917346913,0.9042112417733134
s-13_n-26_cn-4_cm-2.geojson,1,0.001089365081787587,0.642059248173565,0.7903098746608228,0.11786100145021135,0.9081708761110342
s-8_n-16_cn-4_cm-1.geojson,1,0.0007934570970881073,0.6841574128049074,0.4838297665349748,0.42603107933435835,0.9098608458693331
s-8_n-16_cn-8_cm-3.geojson,1,0.0008415288098934108,0.6780530502887145,0.533618972978075,0.3813454763271512,0.9149644493052262
s-13_n-26_cn-4_cm-6.geojson,1,0.001206605239386688,0.6266745607432666,0.9117387580826599,0.005240882137728697,0.9169796402203886
s-7_n-14_cn-4_cm-1.geojson,1,0.0006958581936533766,0.6991103550650895,0.3827438748919398,0.5354907059302108,0.9182345808221506
s-11_n-22_cn-8_cm-5.geojson,1,0.0010792475879132404,0.6452916003771388,0.7798309055998105,0.1415227035469042,0.9213536091467147
s-8_n-16_cn-4_cm-2.geojson,1,0.0008165427238331638,0.682497917419094,0.5077401905411518,0.4138831192802107,0.9216233098213625
s-10_n-20_cn-8_cm-4.geojson,1,0.0010048630023840783,0.6559021798158129,0.7027887269677376,0.21919504676297094,0.9219837737307086
s-9_n-18_cn-4_cm-4.geojson,1,0.0009649113275415592,0.6617316074316069,0.6614096690893935,0.2618680511115204,0.9232777202009139
s-12_n-24_cn-4_cm-5.geojson,1,0.0011432748013924915,0.6366099724708005,0.8461456666903115,0.07797081306696649,0.9241164797572781
s-13_n-26_cn-8_cm-4.geojson,1,0.0010907256656728305,0.6441404531444072,0.7917190691328382,0.1330959909936702,0.9248150601265084
s-7_n-14_cn-4_cm-2.geojson,1,0.0007319133961060536,0.695759890243342,0.42008724822949345,0.5109643871676748,0.9310516353971683
s-13_n-26_cn-8_cm-6.geojson,1,0.001181230891341109,0.6341790595886745,0.8854578419372916,0.06017586597664551,0.9456337079139371
